speciesCode,comName,taxonOrder,familyCode
"runlar4","Highland Lark (Bamenda)",22537.0,"alaudi1"
"runlar5","Rufous-naped Lark (Rufous-naped)",22559.0,"alaudi1"
"runlar6","Rufous-naped Lark (Serengeti)",22570.0,"alaudi1"
"runlar7","Plateau Lark",22555.0,"alaudi1"
"runlar8","Plains Lark (Malbrant's)",22554.0,"alaudi1"
"runlau1","Rufous-necked Laughingthrush",26791.0,"leioth1"
"runpic1","Rusty-necked Piculet",11079.0,"picida1"
"runpit1","Rusty-naped Pitta",13348.0,"pittid1"
"runpuf1","Rufous-necked Puffbird",10421.0,"buccon2"
"runsno1","Rufous-necked Snowfinch",31657.0,"passer4"
"runspa1","Rufous-necked Sparrowhawk",8148.0,"accipi1"
"runthr1","Russet Nightingale-Thrush",28289.0,"turdid1"
"runwhi1","Rufous-naped Bellbird",18992.0,"oreoic1"
"runwor1","Russet-naped Wood-Rail",5440.0,"rallid1"
"runwre2","Veracruz Wren",27400.0,"troglo1"
"runwre3","Russet-naped Wren",27399.0,"troglo1"
"runwre4","Rufous-backed Wren",27401.0,"troglo1"
"runwre8","Rufous-backed Wren (Sula Valley)",27402.0,"troglo1"
"runwry1","Red-throated Wryneck",11010.0,"picida1"
"runwry2","Red-throated Wryneck (Rufous-necked)",11011.0,"picida1"
"runwry3","Red-throated Wryneck (Bar-throated)",11012.0,"picida1"
"runwry4","Red-throated Wryneck (Ethiopian)",11013.0,"picida1"
"rupfly1","Rufous Paradise-Flycatcher",20716.0,"monarc2"
"ruqdov","Ruddy Quail-Dove",2314.0,"columb2"
"rurant1","Rufous-rumped Antwren",13433.0,"thamno3"
"rurcha1","Rüppell's Robin-Chat",29221.0,"muscic3"
"rurfog1","Rufous-rumped Foliage-gleaner",15136.0,"furnar2"
"rurgra1","Indian Grassbird",26139.0,"pellor2"
"rurlar1","Rufous-rumped Lark",22370.0,"alaudi1"
"rursee1","Rufous-rumped Seedeater",35542.0,"thraup2"
"rusant1","Russet Antshrike",13614.0,"thamno3"
"rusant2","Russet Antshrike (Tawny)",13615.0,"thamno3"
"rusant3","Russet Antshrike (Andean)",13620.0,"thamno3"
"rusbir1","Rufous Scrub-bird",17509.0,"atrich1"
"rusbla","Rusty Blackbird",33848.0,"icteri1"
"rusbro1","Rufous-sided Broadbill",13242.0,"calypt1"
"rusbun","Rustic Bunting",32831.0,"emberi2"
"ruscra1","Rufous-sided Crake",5638.0,"rallid1"
"rusflo1","Rusty Flowerpiercer",35313.0,"thraup2"
"rusger1","Rufous-sided Gerygone",18460.0,"acanth2"
"rusgra1","Opalton Grasswren",17606.0,"maluri1"
"rushon1","Rufous-sided Honeyeater",18065.0,"meliph3"
"rushon2","Rufous-sided Honeyeater (Red-eyed)",18066.0,"meliph3"
"rushon3","Rufous-sided Honeyeater (White-eyed)",18067.0,"meliph3"
"ruslar1","Rusty Lark",22430.0,"alaudi1"
"ruslau1","Rusty Laughingthrush",26840.0,"leioth1"
"ruspit1","Rusty Pitohui",19308.0,"pachyc2"
"russpa1","Rusty Sparrow",33363.0,"passer3"
"russpa2","Russet Sparrow",31564.0,"passer4"
"rusthi1","Rusty Thicketbird",23869.0,"locust5"
"rustin1","Rusty Tinamou",173.0,"tinami1"
"ruswhi1","Rusty Whistler",19524.0,"pachyc2"
"ruswoo1","Rufous-shafted Woodstar",4789.0,"trochi1"
"rutant1","Rufous-tailed Antbird",13862.0,"thamno3"
"rutant2","Rufous-tailed Antthrush",14527.0,"formic2"
"rutant3","Rufous-tailed Stipplethroat",13711.0,"thamno3"
"rutant4","Rufous-throated Antbird",14087.0,"thamno3"
"rutant5","Rusty-tinged Antpitta",14262.0,"gralla2"
"rutatt1","Rufous-tailed Attila",17236.0,"tyrann2"
"rutbab1","Rufous-tailed Babbler",25383.0,"parado1"
"rutbuh1","Pale-vented Bush-hen",5559.0,"rallid1"
"rutbul1","Ruby-throated Bulbul (Yellow-eyed)",24651.0,"pycnon4"
"rutbul2","Ruby-throated Bulbul (Red-eyed)",24652.0,"pycnon4"
"rutdip1","Rufous-throated Dipper",27678.0,"cincli1"
"rutfan1","Rufous-tailed Fantail",20293.0,"rhipid1"
"rutfla1","Rufous-tailed Flatbill",17232.0,"tyrann2"
"rutfly1","Rufous-tailed Flycatcher",17347.0,"tyrann2"
"rutfly2","Ruddy-tailed Flycatcher",16110.0,"rfaall1"
"rutfly5","Rufous-throated Flycatcher",29576.0,"muscic3"
"rutfly6","Rusty-tailed Flycatcher",29552.0,"muscic3"
"rutfly7","Cryptic Flycatcher",29588.0,"muscic3"
"rutfog1","Rufous-tailed Foliage-gleaner",15157.0,"furnar2"
"rutful1","Rufous-throated Fulvetta",26184.0,"pellor2"
"ruthaw1","Rufous-tailed Hawk",8527.0,"accipi1"
"ruther1","Rufescent Tiger-Heron",7537.0,"ardeid1"
"ruthon1","Rufous-throated Honeyeater",17906.0,"meliph3"
"ruthum1","Ruby-topaz Hummingbird",4382.0,"trochi1"
"ruthum2","Rufous-tailed Hummingbird (Rufous-tailed)",5112.0,"trochi1"
"ruthum3","Rufous-tailed Hummingbird (Escudo)",5117.0,"trochi1"
"rutjac1","Rufous-tailed Jacamar",10499.0,"galbul2"
"rutjac2","Rufous-tailed Jacamar (Black-chinned)",10500.0,"galbul2"
"rutjac3","Rufous-tailed Jacamar (Rufous-tailed)",10501.0,"galbul2"
"rutjac4","Rufous-tailed Jacamar (Spot-tailed)",10505.0,"galbul2"
"rutkit1","Rufous-thighed Kite",8341.0,"accipi1"
"rutlar2","Rufous-tailed Lark",22379.0,"alaudi1"
"rutpar1","Rufous-throated Partridge",1196.0,"phasia1"
"rutpar2","Rusty-throated Parrotbill",25515.0,"parado1"
"rutpla1","Rufous-tailed Plantcutter",15887.0,"coting1"
"rutpuf1","Russet-throated Puffbird",10407.0,"buccon2"
"rutpuf3","Two-banded Puffbird",10411.0,"buccon2"
"rutrob1","Rufous-tailed Robin",29377.0,"muscic3"
"rutsap1","Rufous-throated Sapphire",5182.0,"trochi1"
"rutscr1","Rufous-tailed Scrub-Robin",28964.0,"muscic3"
"rutsha2","Rufous-tailed Shama",29007.0,"muscic3"
"rutshr1","Red-tailed/Isabelline Shrike",21053.0,"laniid1"
"rutshr2","Red-tailed Shrike",21046.0,"laniid1"
"rutshr3","Isabelline Shrike (Daurian)",21049.0,"laniid1"
"rutshr4","Isabelline Shrike (Chinese)",21050.0,"laniid1"
"rutsol1","Rufous-throated Solitaire",28173.0,"turdid1"
"rutsol2","Rufous-throated Solitaire (Rufous-throated)",28174.0,"turdid1"
"rutsol3","Rufous-throated Solitaire (St. Vincent)",28180.0,"turdid1"
"ruttai1","Rufous-tailed Tailorbird",23182.0,"cistic2"
"ruttan1","Rufous-throated Tanager",34965.0,"thraup2"
"rutthr1","Russet-tailed Thrush",28234.0,"turdid1"
"rutthr2","Russet-tailed Thrush (Russet-tailed)",28235.0,"turdid1"
"rutthr3","Russet-tailed Thrush (Mussau)",28239.0,"turdid1"
"ruttyr1","Rufous-tailed Tyrant",17053.0,"tyrann2"
"rutwea1","Rufous-tailed Weaver",30724.0,"plocei1"
"rutxen1","Rufous-tailed Xenops",15001.0,"furnar2"
"ruvcha1","Rufous-vented Chachalaca",971.0,"cracid2"
"ruvcha2","Rufous-vented Chachalaca (Rufous-vented)",972.0,"cracid2"
"ruvcha3","Rufous-vented Chachalaca (Rufous-tipped)",973.0,"cracid2"
"ruvgrc6","Rufous-vented Ground-Cuckoo (Atlantic)",3048.0,"cuculi1"
"ruvgrc7","Rufous-vented Ground-Cuckoo (Western)",3041.0,"cuculi1"
"ruvgrc8","Rufous-vented Ground-Cuckoo (Amazonian)",3045.0,"cuculi1"
"ruvlau1","Rufous-vented Laughingthrush",26777.0,"leioth1"
"ruvnil1","Rufous-vented Niltava",29064.0,"muscic3"
"ruvpri1","Rufous-vented Grass Babbler",26277.0,"pellor2"
"ruvtap1","Rufous-vented Tapaculo",14429.0,"rhinoc1"
"ruvtit2","Rufous-vented Tit",21979.0,"parida1"
"ruvwar2","Chestnut-vented Warbler",25299.0,"sylvii1"
"ruvwea1","Ruvu Weaver",30814.0,"plocei1"
"ruvwhi1","Rufous-vented Whitetip",4692.0,"trochi1"
"ruvyuh1","Rufous-vented Yuhina",25544.0,"zoster2"
"ruwant2","Rufous-winged Antshrike",13513.0,"thamno3"
"ruwant3","Rusty-winged Antwren",13812.0,"thamno3"
"ruwant4","Rufous-margined Antwren",13815.0,"thamno3"
"ruwapa1","Rwenzori Apalis",22988.0,"cistic2"
"ruwbar1","Rusty-winged Barbtail",15025.0,"furnar2"
"ruwbat1","Rwenzori Batis",19863.0,"platys1"
"ruwbri1","Rufous-webbed Brilliant",4697.0,"trochi1"
"ruwbuz1","Rufous-winged Buzzard",8384.0,"accipi1"
"ruwful1","Rufous-winged Fulvetta",26177.0,"pellor2"
"ruwill1","Rufous-winged Illadopsis",26316.0,"pellor2"
"ruwphi2","Rufous-winged Philentoma",19962.0,"vangid2"
"ruwspa","Rufous-winged Sparrow",32910.0,"passer3"
"ruwspa1","Russet-winged Spadebill",16194.0,"tyrann2"
"ruwsta1","Rusty-winged Starling",27720.0,"sturni1"
"ruwsun2","Rufous-winged Sunbird",30430.0,"nectar1"
"ruwtan1","Rufous-winged Tanager",35084.0,"thraup2"
"ruwtur1","Rwenzori Turaco (Rwenzori)",2982.0,"musoph1"
"ruwtur2","Rwenzori Turaco",2981.0,"musoph1"
"ruwtur3","Rwenzori Turaco (Mt. Kabobo)",2983.0,"musoph1"
"ruwtur4","Rwenzori Turaco (Kivu)",2984.0,"musoph1"
"ruwtyr1","Rufous-winged Tyrannulet",16594.0,"tyrann2"
"ruwwoo1","Rufous-winged Woodpecker",11835.0,"picida1"
"rvgcuc1","Rufous-vented Ground-Cuckoo",3040.0,"cuculi1"
"rvpfly1","Rufous-vented Paradise-Flycatcher",20777.0,"monarc2"
"rwbeye1","Reddish-winged Bare-eye",14131.0,"thamno3"
"rwbtyr1","Rufous-webbed Bush-Tyrant",17113.0,"tyrann2"
"rwgcuc1","Rufous-winged Ground-Cuckoo",3051.0,"cuculi1"
"rwgwar2","Red-winged Gray Warbler",22973.0,"cistic2"
"rwwrai1","Red-winged Wood-Rail",5445.0,"rallid1"
"rxyfli","Northern Flicker (Yellow-shafted x Red-shafted)",11912.0,"picida1"
"ryumin1","Ryukyu Minivet",18637.0,"campep2"
"ryupig1","Ryukyu Pigeon",1918.0,"columb2"
"ryurob1","Ryukyu/Okinawa Robin",29384.0,"muscic3"
"ryurob2","Ryukyu Robin",29382.0,"muscic3"
"ryurob3","Okinawa Robin",29383.0,"muscic3"
"ryusco1","Ryukyu Scops-Owl",8732.0,"strigi1"
"saaswi1","Salim Ali's Swift",4130.0,"apodid1"
"sabgul","Sabine's Gull",6455.0,"larida1"
"sabher1","Saw-billed Hermit",4239.0,"trochi1"
"sabhum1","Sapphire-bellied Hummingbird",5156.0,"trochi1"
"sabjay","San Blas Jay",21255.0,"corvid1"
"sablar1","Sabota Lark (Bradfield's)",22435.0,"alaudi1"
"sablar2","Sabota Lark",22434.0,"alaudi1"
"sablar3","Sabota Lark (Sabota)",22439.0,"alaudi1"
"sabred1","Saffron-breasted Redstart",34380.0,"paruli1"
"sabspa1","Saffron-billed Sparrow",33075.0,"passer3"
"sabspa2","Saffron-billed Sparrow (Gray-backed)",33076.0,"passer3"
"sabspa3","Saffron-billed Sparrow (Saffron-billed)",33077.0,"passer3"
"sabspa4","Moss-backed Sparrow",33074.0,"passer3"
"sabspi1","Sabine's Spinetail",3874.0,"apodid1"
"sabsto1","Saddle-billed Stork",7300.0,"ciconi2"
"sacbla2","Saffron-cowled Blackbird",33941.0,"icteri1"
"saccoc","Salmon-crested Cockatoo",12201.0,"cacatu2"
"sacfan1","Santa Cruz Fantail",20343.0,"rhipid1"
"sacibi1","African/Malagasy Sacred Ibis",7495.0,"thresk1"
"sacibi2","African Sacred Ibis",7491.0,"thresk1"
"sacibi3","Malagasy Sacred Ibis",7492.0,"thresk1"
"sackin1","Sacred Kingfisher",10179.0,"alcedi1"
"sackin2","Sacred Kingfisher (Australasian)",10180.0,"alcedi1"
"sackin3","Sacred Kingfisher (New Zealand)",10183.0,"alcedi1"
"sackin4","Sacred Kingfisher (New Caledonian)",10181.0,"alcedi1"
"sackin5","Sacred Kingfisher (Loyalty Is.)",10182.0,"alcedi1"
"sackin6","Pacific Kingfisher (Fiji)",10165.0,"alcedi1"
"sacmel1","Makira Honeyeater",18143.0,"meliph3"
"sacmoo1","Makira Moorhen",5459.0,"rallid1"
"sacnig1","Sand-colored Nighthawk",3481.0,"caprim2"
"sacsta1","Makira Starling",27719.0,"sturni1"
"sactan1","Saffron-crowned Tanager",35102.0,"thraup2"
"sacthr2","Makira Thrush",28225.0,"turdid1"
"sacthr3","Guadalcanal Thrush",28226.0,"turdid1"
"sacwhe1","Santa Cruz White-eye",25809.0,"zoster2"
"saddle2","North Island Saddleback",21698.0,"callae1"
"saddle3","South Island Saddleback",21699.0,"callae1"
"sadfly1","Sad Flycatcher",17283.0,"tyrann2"
"saffin","Saffron Finch",35477.0,"thraup2"
"saffin1","Saffron Finch (Saffron)",35478.0,"thraup2"
"saffin2","Saffron Finch (Pelzeln's)",35482.0,"thraup2"
"safpar1","Salvadori's Fig-Parrot",12551.0,"psitta4"
"safsis1","Saffron Siskin",32652.0,"fringi1"
"safspa1","Sao Francisco Sparrow",33072.0,"passer3"
"saftou2","Saffron Toucanet",10880.0,"rampha1"
"saggro","Greater Sage-Grouse",1312.0,"phasia1"
"sagspa","Sagebrush/Bell's Sparrow (Sage Sparrow)",33213.0,"passer3"
"sagspa1","Sagebrush Sparrow",33207.0,"passer3"
"sagspa2","Bell's Sparrow (cinerea)",33212.0,"passer3"
"sagthr","Sage Thrasher",28069.0,"mimida2"
"sahcic1","Sahul Cicadabird (Papuan)",18941.0,"campep2"
"sahpar1","Saffron-headed Parrot",12865.0,"psitta3"
"sahpar2","Sangihe Hanging-Parrot",12723.0,"psitta4"
"saiowl1","Black-banded Owl (San Isidro)",9171.0,"strigi1"
"sairew1","Saipan Reed Warbler",23727.0,"acroce2"
"sakfal1","Saker Falcon",12108.0,"falcon1"
"sakrai1","Sakalava Rail",5601.0,"rallid1"
"sakwar1","Sakhalin Grasshopper Warbler",23778.0,"locust5"
"sakwea1","Sakalava Weaver",30896.0,"plocei1"
"salalb1","Salvin's Albatross",7003.0,"diomed1"
"salant1","Salvadori's Antwren",13748.0,"thamno3"
"salcur1","Salvin's Curassow",927.0,"cracid2"
"salere1","Yellow-bellied Eremomela (Salvadori's)",22945.0,"cistic2"
"salmon1","Salinas Monjita",17127.0,"tyrann2"
"salnig1","Salvadori's Nightjar",3728.0,"caprim2"
"salphe1","Salvadori's Pheasant",1560.0,"phasia1"
"salphe2","Salvadori's Pheasant (Salvadori's)",1562.0,"phasia1"
"salphe3","Salvadori's Pheasant (Hoogerwerf's)",1561.0,"phasia1"
"salpri1","Salvin's/MacGillivray's Prion",7164.0,"procel3"
"salpri2","Salvin's Prion",7162.0,"procel3"
"salpri3","MacGillivray's Prion",7163.0,"procel3"
"salser1","Salvadori's Serin",32411.0,"fringi1"
"saltat1","saltator sp.",35850.0,"thraup2"
"saltea1","Salvadori's Teal",477.0,"anatid1"
"salwar1","Sakhalin Leaf Warbler",24938.0,"phyllo4"
"salwea1","Juba Weaver",30857.0,"plocei1"
"samant1","Santa Marta Antpitta",14243.0,"gralla2"
"samant2","Santa Marta Antbird",13873.0,"thamno3"
"samblo1","Santa Marta Blossomcrown",4945.0,"trochi1"
"samfan1","Samoan Fantail",20383.0,"rhipid1"
"samfly1","Samoan Flycatcher",20986.0,"monarc2"
"samfog1","Santa Marta Foliage-gleaner",15230.0,"furnar2"
"samhor1","Samar Hornbill",9761.0,"bucero1"
"sammoo1","Samoan Moorhen",5482.0,"rallid1"
"samnig1","Todd's Nightjar",3545.0,"caprim2"
"sampar1","Santa Marta Parakeet",13051.0,"psitta3"
"samsab1","Santa Marta Sabrewing",4961.0,"trochi1"
"samsco1","Santa Marta Screech-Owl",8875.0,"strigi1"
"samsta1","Samoan Starling",27771.0,"sturni1"
"samtap1","Santa Marta Tapaculo",14427.0,"rhinoc1"
"samtri1","Samoan Triller",18799.0,"campep2"
"samwar1","Santa Marta Warbler",34290.0,"paruli1"
"samwhi1","Samoan Whistler",19423.0,"pachyc2"
"samwoo2","Santa Marta Woodstar",4787.0,"trochi1"
"samwre1","Santa Marta Wren",27251.0,"troglo1"
"sancic1","Sangihe Cicadabird",18909.0,"campep2"
"sancra","Sandhill Crane",5697.0,"gruida1"
"sancra1","Sandhill Crane (Lesser)",5698.0,"gruida1"
"sancra2","Sandhill Crane (Greater)",5699.0,"gruida1"
"sancra4","Sandhill Crane (Mississippi)",5702.0,"gruida1"
"sancra5","Sandhill Crane (Florida)",5703.0,"gruida1"
"sancra6","Sandhill Crane (Cuban)",5704.0,"gruida1"
"sander","Sanderling",6189.0,"scolop2"
"sandgr1","sandgrouse sp.",2908.0,"pteroc1"
"sangal1","Sandy Gallito",14386.0,"rhinoc1"
"sangob1","Sangihe Golden-Bulbul",24556.0,"pycnon4"
"sangra1","Sandhill Grasswren",17603.0,"maluri1"
"sanlar1","Sand Lark",22830.0,"alaudi1"
"sanpar1","Sand Partridge",1709.0,"phasia1"
"sanpar2","Santarem Parakeet",13040.0,"psitta3"
"sanpar3","Santarem Parakeet (Santarem)",13041.0,"psitta3"
"sanpar4","Santarem Parakeet (Madeira)",13042.0,"psitta3"
"sanpar5","Santarem Parakeet (Cristalino)",13043.0,"psitta3"
"sanpit1","Sulawesi Pitta (Sangihe)",13316.0,"pittid1"
"sansco1","Sangihe Scops-Owl",8739.0,"strigi1"
"sansco2","Sandy Scops-Owl (Sandy)",8667.0,"strigi1"
"sansco3","Sandy Scops-Owl (Reddish)",8668.0,"strigi1"
"sansht1","Sangihe Whistler",19372.0,"pachyc2"
"sansht2","Sandstone Shrikethrush",19316.0,"pachyc2"
"santer1","Sandwich Tern",6775.0,"larida1"
"santer2","Sandwich Tern (Cabot's)",6777.0,"larida1"
"santer3","Sandwich Tern (Cayenne)",6778.0,"larida1"
"santer4","Sandwich Tern (Eurasian)",6776.0,"larida1"
"santer5","Sandwich Tern (Cabot's x Cayenne)",6779.0,"larida1"
"sanwhe1","Sangihe White-eye",25738.0,"zoster2"
"sanwhe2","Sangkar White-eye",25798.0,"zoster2"
"sapayo1","Sapayoa",13298.0,"sapayo2"
"sapfly1","Sapphire Flycatcher",29536.0,"muscic3"
"sapqud1","Purple Quail-Dove",2309.0,"columb2"
"sapqud2","Sapphire Quail-Dove",2310.0,"columb2"
"sapsuc","sapsucker sp.",11137.0,"picida1"
"saptan1","Inti Tanager",34750.0,"thraup2"
"saptyr1","Sao Paulo Bristle-Tyrant",16253.0,"tyrann2"
"sarcra1","Sarus Crane",5707.0,"gruida1"
"sarpar2","Sapphire-rumped Parrotlet",12798.0,"psitta3"
"sarwar1","Sardinian Warbler",25351.0,"sylvii1"
"saseme1","Sapphire-spangled Emerald",5176.0,"trochi1"
"saseme2","Sapphire-spangled Emerald (Sapphire-spangled)",5177.0,"trochi1"
"saseme3","Sapphire-spangled Emerald (Spot-vented)",5180.0,"trochi1"
"sasgre1","Sassi's Greenbul",24441.0,"pycnon4"
"sasowl1","Sandy Scops-Owl",8666.0,"strigi1"
"satant1","Saturnine Antshrike",13660.0,"thamno3"
"satber1","Satin Berrypecker",21665.0,"melano1"
"satbow1","Satin Bowerbird",17554.0,"ptilon1"
"satfly1","Satin Flycatcher",20995.0,"monarc2"
"satgro1","Sao Tome Grosbeak",32442.0,"fringi1"
"sathum1","Sapphire-throated Hummingbird",5152.0,"trochi1"
"satori1","Sao Tome Oriole",19669.0,"orioli1"
"satpig1","Sao Tome Pigeon",1903.0,"columb2"
"satpri1","Sao Tome Prinia",23318.0,"cistic2"
"satspi1","Sao Tome Spinetail",3865.0,"apodid1"
"satsun1","Sao Tome Sunbird",30213.0,"nectar1"
"satswi1","Satin Swiftlet",3977.0,"apodid1"
"satthr1","Sao Tome Thrush",28471.0,"turdid1"
"sattra1","Satyr Tragopan",1247.0,"phasia1"
"satwea1","Sao Tome Weaver",30894.0,"plocei1"
"satwhe1","Principe White-eye",25683.0,"zoster2"
"satwhe2","Sao Tome White-eye",25685.0,"zoster2"
"saucer1","Saucerottia sp.",5099.0,"trochi1"
"saugul2","Saunders's Gull",6460.0,"larida1"
"sauter2","Saunders's Tern",6688.0,"larida1"
"savbus1","Savile's Bustard",2950.0,"otidid1"
"savhaw1","Savanna Hawk",8419.0,"accipi1"
"savnig1","Savanna Nightjar",3707.0,"caprim2"
"savnig12","Savanna Nightjar (Northern)",3708.0,"caprim2"
"savnig13","Savanna Nightjar (Sunda)",3712.0,"caprim2"
"savpuf1","Sapphire-vented Puffleg",4589.0,"trochi1"
"savpuf2","Sapphire-vented Puffleg (Sapphire-vented)",4590.0,"trochi1"
"savpuf3","Sapphire-vented Puffleg (Coppery-naped)",4594.0,"trochi1"
"savspa","Savannah Sparrow",33244.0,"passer3"
"savspa3","Savannah Sparrow (San Benito)",33265.0,"passer3"
"savspa4","Savannah Sparrow (Savannah)",33245.0,"passer3"
"savwar1","Savi's Warbler",23801.0,"locust5"
"saweye1","Samoan White-eye",25877.0,"zoster2"
"saweye2","Sanford's White-eye",25822.0,"zoster2"
"sawtan1","Scarlet-and-white Tanager",35234.0,"thraup2"
"sawwin1","sawwing sp.",24022.0,"hirund2"
"saxico1","Saxicola sp.",29735.0,"muscic3"
"saxspa1","Saxaul Sparrow",31530.0,"passer4"
"saypho","Say's Phoebe",17010.0,"tyrann2"
"saytan1","Sayaca Tanager",34949.0,"thraup2"
"sbcdov1","Amboyna Cuckoo-Dove",2088.0,"columb2"
"sbeowl1","Spot-bellied Eagle-Owl",8987.0,"strigi1"
"sbfdov1","Scarlet-breasted Fruit-Dove",2585.0,"columb2"
"sbffal1","Slaty-backed Forest-Falcon",11946.0,"falcon1"
"sbgtyr1","Spot-billed Ground-Tyrant",17082.0,"tyrann2"
"sbmtan1","Scarlet-bellied Mountain Tanager",34883.0,"thraup2"
"sbnthr1","Slaty-backed Nightingale-Thrush",28274.0,"turdid1"
"sbsbab1","Slender-billed Scimitar-Babbler",26020.0,"timali1"
"sbsbab2","Black-necklaced Scimitar-Babbler",26094.0,"timali1"
"sbsbab3","Streak-breasted Scimitar-Babbler",26025.0,"timali1"
"sbtman1","Sulphur-bellied Tyrant-Manakin",15693.0,"piprid1"
"sbtwea1","Southern Brown-throated Weaver",30808.0,"plocei1"
"sbwbab1","Scaly-breasted Cupwing (Himalayan)",23982.0,"pnoepy1"
"sbweye1","Slender-billed White-eye",25879.0,"zoster2"
"sbwrai1","Slaty-breasted Wood-Rail",5446.0,"rallid1"
"scaant1","Scaled Antpitta",14212.0,"gralla2"
"scaant2","Scaled Antbird",13865.0,"thamno3"
"scaant3","Scalloped Antbird",14045.0,"thamno3"
"scaant4","Scaled Antpitta (guatimalensis Group)",14213.0,"gralla2"
"scaant5","Scaled Antpitta (princeps/chocoensis)",14217.0,"gralla2"
"scaant6","Scaled Antpitta (aripoensis)",14220.0,"gralla2"
"scaant7","Scaled Antpitta (roraimae)",14221.0,"gralla2"
"scaant8","Scaled Antpitta (regulus/carmelitae)",14222.0,"gralla2"
"scaant9","Scaled Antpitta (sororia)",14225.0,"gralla2"
"scabab2","Scaly Babbler",26676.0,"leioth1"
"scacha1","Scaly Chatterer",26628.0,"leioth1"
"scadov1","Scaled Dove",2278.0,"columb2"
"scafin1","Scarlet Finch",32153.0,"fringi1"
"scaflo1","Scaled Flowerpiercer",35296.0,"thraup2"
"scafra2","Scaly Spurfowl",1829.0,"phasia1"
"scafru1","Scaled Fruiteater",15881.0,"coting1"
"scagrr1","Scaly Ground-Roller",10371.0,"brachy2"
"scaibi","Scarlet Ibis",7465.0,"thresk1"
"scakin1","Scaly-breasted Kingfisher",10247.0,"alcedi1"
"scalau1","Scaly Laughingthrush",26435.0,"leioth1"
"scamac1","Scarlet Macaw",13152.0,"psitta3"
"scamet1","Scaled Metaltail",4563.0,"trochi1"
"scamin1","Scarlet Minivet",18614.0,"campep2"
"scamin2","Scarlet Minivet (Scarlet)",18615.0,"campep2"
"scamin3","Orange Minivet",18613.0,"campep2"
"scamin4","Scarlet Minivet (Philippine Yellow)",18629.0,"campep2"
"scamin5","Scarlet Minivet (Javan)",18634.0,"campep2"
"scamin6","Scarlet Minivet (Philippine Red)",18626.0,"campep2"
"scamyz1","Scarlet Myzomela",18004.0,"meliph3"
"scapic1","Scaled Piculet",11041.0,"picida1"
"scapic2","Scaled Piculet (Scaled)",11042.0,"picida1"
"scapig2","Scaled Pigeon",1947.0,"columb2"
"scaqua","Scaled Quail",1082.0,"odonto1"
"scarob2","Scarlet Robin",21770.0,"petroi2"
"scarob3","Scarlet Robin (Campbell's)",21771.0,"petroi2"
"scarob4","Scarlet Robin (Scarlet)",21772.0,"petroi2"
"scaspi1","Scaled Spinetail",15534.0,"furnar2"
"scasun1","Javan Sunbird",30541.0,"nectar1"
"scaswi1","Scarce Swift",4073.0,"apodid1"
"scatan","Scarlet Tanager",34436.0,"cardin1"
"scathr1","White's/Scaly Thrush",28220.0,"turdid1"
"scathr2","White's Thrush",28213.0,"turdid1"
"scathr3","Scaly Thrush (Scaly)",28217.0,"turdid1"
"scathr4","Nilgiri Thrush",28222.0,"turdid1"
"scathr5","Sri Lanka Thrush",28223.0,"turdid1"
"scathr6","Amami Thrush",28221.0,"turdid1"
"scathr7","Scaly Thrush (Horsfield's)",28218.0,"turdid1"
"scathr8","Scaly Thrush",28216.0,"turdid1"
"scathr9","Scaly Thrush (Iriomotejima)",28219.0,"turdid1"
"scaup","Greater/Lesser Scaup",708.0,"anatid1"
"scawea1","Scaly Weaver",30715.0,"plocei1"
"scawoo1","Scaled Woodcreeper",14956.0,"furnar2"
"scawoo2","Scalloped Woodcreeper",14959.0,"furnar2"
"scawoo3","Scaled Woodcreeper (Scaled)",14958.0,"furnar2"
"scawoo4","Scaled Woodcreeper (Wagler's)",14957.0,"furnar2"
"scbant1","Xingu Scale-backed Antbird (Tapajos)",14122.0,"thamno3"
"scbant2","Scallop-breasted Antpitta",14341.0,"gralla2"
"scbant3","Common Scale-backed Antbird",14114.0,"thamno3"
"scbant4","Common Scale-backed Antbird (Gray-breasted)",14120.0,"thamno3"
"scbant5","Common Scale-backed Antbird (Black-bibbed)",14119.0,"thamno3"
"scbant6","Common Scale-backed Antbird (Buff-breasted)",14116.0,"thamno3"
"scbant7","Common Scale-backed Antbird (Common Scale-backed)",14115.0,"thamno3"
"scbant8","Xingu Scale-backed Antbird",14121.0,"thamno3"
"scbbar2","Scarlet-banded Barbet",10795.0,"capito2"
"scbbul1","Scaly-breasted Bulbul",24635.0,"pycnon4"
"scbcup3","Scaly-breasted Cupwing",23981.0,"pnoepy1"
"scbdac1","Scarlet-breasted Dacnis",35162.0,"thraup2"
"scbeat1","Southern Carmine Bee-eater",9836.0,"meropi1"
